rank,grade,usernme,uploads,subscribers,top_views
1765,A- ,Sanjeev Kapoor Khazana,10144,5.38M,1012409480
1766,B+ ,Tube Unique Wilderness,133,5.37M,653041556
1767,A ,SyrebralVibes,332,5.37M,3094731060
1768,B+ ,XpertThief,1840,5.37M,1368897284
1769,B ,whatthechic,476,5.37M,478144642
1770,A ,Katakit Baby TV,78,5.36M,1624835674
1771,A- ,TheRelaxingEnd,3718,5.36M,1196566207
1772,B ,FaZe Rain,1677,5.36M,1043730891
1773,A ,ZENSE Entertainment,11953,5.36M,2898455155
1774,B ,FaZe Banks,177,5.36M,399203279
1775,B+ ,Tana Mongeau,286,5.36M,803052942
1776,B ,CartoonKiDS BR,1028,5.35M,1785374362
1777,B+ ,Tecnonauta,1042,5.35M,578809274
1778,B+ ,VICE News,4628,5.35M,1508940383
1779,A- ,Cumicumi,54893,5.35M,3534091343
1780,B+ ,قناة الشيخ كشك,3824,5.35M,1143091719
1781,B+ ,Solnishkam,15,5.35M,1561386156
1782,A- ,Ideas en 5 minutos CHICAS,1960,5.35M,838660600
1783,A- ,Mad 4 Music,2787,5.34M,2209033279
1784,B ,Boca Rosa,594,5.34M,378237109
1785,A- ,Massi,3034,5.34M,1663567615
1786,B+ ,Алёна Венум,238,5.34M,805106828
1787,B+ ,Marisolpink,410,5.34M,620396435
1788,B ,Mahatmaji Technical,590,5.33M,267542134
1789,B ,AlexXxStrecci,461,5.33M,651287848
1790,A- ,Flakes Power,1115,5.33M,864731153
1791,B- ,KidsChannel,3,5.32M,430541
1792,A ,JTBC Entertainment,56056,5.32M,6103966739
1793,A- ,RaptorGamer,739,5.32M,688950913
1794,A- ,CamilaCabelloVEVO,55,5.32M,4268231791
1795,B ,Desiigner LOD,37,5.31M,673669942
1796,A- ,ALL THE K-POP,12831,5.31M,2898166396
1797,B ,NexxuzHD,706,5.31M,1191269472
1798,A ,KOMPASTV,111118,5.3M,3091005566
1799,B+ ,Zakir Khan,70,5.3M,383672120
1800,B ,Alex Flores,36,5.3M,131755501
1801,A- ,Carinha de Anjo,1876,5.29M,2583163089
1802,B+ ,Katya Adushkina,433,5.29M,699140566
1803,B ,byViruZz,192,5.29M,393298631
1804,B+ ,Yousef Ahmed,418,5.29M,634854534
1805,B+ ,Paulettee,608,5.29M,564686806
1806,A- ,ChilledCow,177,5.29M,414286808
1807,B+ ,Christina Perri,123,5.29M,2573759784
1808,B+ ,Simon's Cat,225,5.29M,1115853154
1809,B ,Rainbow Learning,915,5.28M,2182480719
1810,B+ ,fliptopbattles,1077,5.28M,1717635703
1811,A- ,Jubilee,548,5.28M,1025581342
1812,B ,Carol & Vitoria,200,5.28M,411631543
1813,A ,Aphmau,3155,5.27M,3226314083
1814,B ,Rockstar Games,266,5.27M,599580055
1815,A ,avex,14503,5.27M,8276288461
1816,B ,Jana Taffarel,1473,5.26M,398766901
1817,A ,Zee Kids,246,5.26M,1644740736
1818,B+ ,elmundoDKBza,1083,5.26M,839963276
1819,A- ,GameGrumps,7182,5.26M,5381409130
1820,A ,東海オンエア,1598,5.26M,5962320095
1821,B+ ,Life with Brothers,897,5.25M,1820538037
1822,A- ,Travel Thirsty,528,5.25M,2065809128
1823,B ,Daequan Loco,553,5.25M,644130552
1824,B+ ,JeromeASF,8035,5.25M,1813051949
1825,A- ,DED,782,5.25M,1408384735
1826,A- ,Mainan Anak LetsPlay,286,5.25M,1571014124
1827,B+ ,قناة سعود Saud Channel l,238,5.24M,809678455
1828,B+ ,MUEVA Records,41,5.24M,1860990864
1829,B+ ,Shree Jee - Bhakti,793,5.24M,983279945
1830,A- ,Red Hot Chili Peppers,139,5.24M,4024255502
1831,A- ,MBC The Voice,1321,5.23M,3166009626
1832,A- ,서은이야기[SeoeunStory],834,5.23M,2299494670
1833,A- ,Shoof Drama | شوف دراما,6828,5.23M,2740336325
1834,A- ,Cartoon Studio,50,5.22M,1562469198
1835,B+ ,Cosculluela El Principe,81,5.22M,1827435589
1836,B ,TheOfficialLoganPaul,42,5.22M,598049756
1837,B- ,ConnorFranta,370,5.22M,434005738
1838,B+ ,JOOGSQUAD PPJT,1113,5.22M,811551051
1839,B+ ,Studio Saraswati Official,1881,5.21M,1525693276
1840,D- ,Caue Moura,642,5.21M,613682093
1841,A- ,Humble Music,337,5.21M,1502919341
1842,A- ,BollyHD 1080p,31,5.2M,32206566
1843,A- ,Kapil Sharma,89,5.2M,820741639
1844,A ,ARY News,14635,5.2M,1015175838
1845,B+ ,Salva,342,5.2M,508499982
1846,A- ,Grian,563,5.2M,1148917163
1847,B+ ,YG ENTERTAINMENT,389,5.2M,1464271690
1848,A- ,SonicToy소닉토이,231,5.19M,2306030117
1849,B ,SteveKardynal,45,5.19M,550694151
1850,A- ,عائلة فيحان,805,5.19M,3791303449
1851,A ,Vlad và Nikita,180,5.19M,2226573432
1852,B+ ,Thai e Biel,602,5.19M,366181268
1853,B+ ,حول العالم 2,1317,5.19M,616634813
1854,B ,Bouncing Baby TV,45,5.18M,338809537
1855,B ,SOBOLEV,228,5.18M,593682754
1856,B ,Lui Calibre,458,5.18M,586670290
1857,A ,СМОТРИМ. Русские с�…,6914,5.18M,3945481147
1858,B ,EXO,117,5.18M,63214923
1859,B+ ,Juguetes con Andre,691,5.18M,2366300790
1860,A ,ค่ายเพลง ได้…,236,5.18M,1116573686
1861,B+ ,Ownage Pranks,527,5.18M,1103865836
1862,A- ,SkizzTV,1741,5.18M,1316095327
1863,B+ ,MostlySane,714,5.18M,659759555
1864,B+ ,Islamic Teacher Official,391,5.17M,157833000
1865,B+ ,Top Trending,897,5.17M,1770290647
1866,A ,DM - Desi Melodies,21,5.16M,1453724836
1867,B ,ExplodingTNT,702,5.16M,1450453793
1868,B+ ,CasalDeNerd,3194,5.16M,1538740358
1869,B ,Furious Pete,754,5.16M,1008225071
1870,A- ,Говорящий Том и Др�…,402,5.16M,1952651475
1871,C+ ,Nirvana,7,5.16M,1380372
1872,A- ,Tez,27978,5.16M,1289581574
1873,A ,El Payaso Plim Plim,549,5.15M,2745215632
1874,B+ ,Spok,4534,5.15M,568883294
1875,B+ ,Official World of Dance,6844,5.15M,1099417763
1876,A- ,Chanda,8473,5.15M,1643059999
1877,B+ ,DashieGames,2577,5.15M,2274224599
1878,B+ ,GamingWithJen,515,5.15M,1118509379
1879,A ,ماشا و الدب,288,5.15M,1674599157
1880,B+ ,tophype,877,5.15M,682422211
1881,B ,Fernan,34,5.15M,139561794
1882,A- ,DJKhaledVEVO,67,5.14M,3942143908
1883,A- ,Shemaroo Bhakti,2292,5.14M,1167137812
1884,B ,bytarifa,229,5.14M,499356601
1885,A- ,Master David,119,5.14M,1343126384
1886,A- ,Netmediatama,26471,5.14M,2694744785
1887,B+ ,Porta,205,5.14M,565012951
1888,B ,Tavo Betancourt,115,5.14M,255949215
1889,A- ,Ярик Кент,1170,5.13M,1977767681
1890,A- ,Itarte Vlogs,491,5.13M,1475915661
1891,A ,Me contro Te,1174,5.13M,4618258700
1892,A++ ,VoiVoi TV,53,5.13M,1067237392
1893,B+ ,Jazza,1092,5.12M,896724485
1894,B+ ,FitDance Life,682,5.12M,1109653525
1895,B ,Le Rire Jaune,139,5.12M,953606495
1896,B+ ,اغرب,1049,5.12M,747083097
1897,B+ ,Brijnaari Sumi,2407,5.12M,930708764
1898,A- ,Looper,3270,5.12M,3053220711
1899,A- ,Al Jazeera English,85766,5.12M,1803457060
1900,B ,Flavia Pavanelli,367,5.12M,293431766
1901,B+ ,Funny Bunny,63,5.11M,913321125
1902,A ,Puthiyathalaimurai TV,210336,5.11M,2432113235
1903,A- ,Ultra Cinema,2883,5.11M,1562346712
1904,B+ ,Super Crazy Kids,714,5.1M,2243378839
1905,B+ ,NhacPro Tube,505,5.1M,2828346592
1906,A ,Kids TV India Hindi Nursery Rhymes,858,5.1M,1876738646
1907,A- ,Filmy Mirchi,1713,5.1M,1318635205
1908,A- ,A_B_N_SYRIA ابن سوريا,450,5.1M,621482488
1909,B ,Ravina Kid-Show,12,5.1M,89796611
1910,A- ,SAMAA TV,46627,5.09M,1415237977
1911,A- ,MISTHY TV,1260,5.09M,1016059770
1912,A- ,DubstepGutter,1050,5.09M,1398146356
1913,B+ ,Natoo,105,5.09M,763695267
1914,B+ ,Ingredy Barbi Games,746,5.08M,395451596
1915,B+ ,Los mejores Top 10,565,5.08M,688049975
1916,A- ,Farmees Português - Canções dos…,707,5.08M,1584539108
1917,B+ ,RosyMcMichael,1339,5.08M,930867403
1918,B+ ,HotSpanish Vlogs,732,5.07M,791646435
1919,B+ ,MoreJStu,1454,5.07M,1096448556
1920,A ,Ritmo dos Fluxos By Detona Funk,374,5.07M,403282886
1921,A- ,TV Azteca Novelas y Series,5366,5.07M,3092429506
1922,B ,Soy Francisco ALV,61,5.07M,154657981
1923,B ,SirKazzio,4179,5.07M,997345572
1924,B+ ,Pehchan Music,243,5.06M,720779898
1925,B+ ,d7oomy_999 | دحومي٩٩٩,941,5.06M,749562068
1926,A- ,콩순이・시크릿 쥬쥬 [Kong…,1041,5.06M,3778733584
1927,A ,CHHOTU KI MASTI,62,5.06M,1519140476
1928,B+ ,blogilates,716,5.06M,760566182
1929,B+ ,2CELLOS,202,5.05M,1162467078
1930,A- ,Cinekorn Movies,558,5.05M,1390577697
1931,A- ,Piper Rockelle,331,5.05M,826284160
1932,A ,AP International,21981,5.05M,3284166535
1933,A- ,GQ,2344,5.05M,1783709928
1934,A ,anasala family I أنس و أصا�…,176,5.05M,821980011
1935,B ,El Super Trucha,75,5.05M,193542197
1936,B+ ,banen stars,145,5.04M,299694255
1937,A- ,BritneySpearsVEVO,106,5.04M,5343113027
1938,A- ,Classic Mr Bean,463,5.04M,1245061058
1939,B+ ,Fran MG,1992,5.04M,1783022207
1940,B+ ,Eagle Music Video Station,446,5.04M,973798558
1941,B ,ToyMart TV,381,5.04M,2091711976
1942,B ,Donald Glover,7,5.04M,60352996
1943,B+ ,iggyazaleamusicVEVO,68,5.04M,3162003153
1944,A- ,Kids Channel - Cartoon Videos for …,2106,5.04M,2920203683
1945,D- ,WIIFEROZ,1670,5.04M,917362253
1946,A- ,Goo Goo Colors,297,5.04M,2428858130
1947,B+ ,Professor Live,452,5.03M,827206662
1948,B ,The Rock,202,5.03M,267811783
1949,B+ ,MCDAVO,75,5.03M,1163797447
1950,A ,Fede Vigevani,279,5.02M,544346239
1951,A- ,Kyutae Oppa,534,5.02M,724793416
1952,A- ,Daily Bumps,2333,5.02M,3778946413
1953,B+ ,DaveHax,426,5.02M,1709888845
1954,A ,Hindi Stories for kids,229,5.02M,1626623037
1955,A- ,Free Fire - LATAM,385,5.01M,419355865
1956,A ,FunnyMike,312,5.01M,809383631
1957,B+ ,TheThings,1818,5.01M,1405062411
1958,B+ ,BlackStarTV,297,5.01M,1563449225
1959,A ,Trinity and Beyond,975,5.01M,2414090467
1960,A- ,dmc دراما,2532,5.01M,1557106963
1961,A- ,Ameer Bros,145,5.01M,776658088
1962,B ,BaixaMemoria,2195,5.01M,595157296
1963,A- ,মায়াজাল,234,5.01M,463233277
1964,A- ,Supertone Digital,1235,5.01M,1182108924
1965,B ,minutephysics,248,5.01M,445228549
1966,A- ,2MTV,11635,5M,2224468823
1967,A ,DisneyChannelUK,3076,5M,5141755367
1968,C+ ,Nacho,2,5M,139435
1969,A- ,hickok45,1934,5M,1389387250
1970,B ,Household Hacker,502,5M,917170452
1971,A- ,ЕвгенБро,1320,5M,2219719627
1972,A- ,""">LDShadowLady",996,5M,2288811732
1973,A- ,iPantellas,386,5M,1982980354
1974,A- ,Официальный канал …,8154,4.99M,4044421477
1975,B+ ,Lucas MotoVlog,2795,4.99M,632731775
1976,A- ,Timba Vk,701,4.99M,841753453
1977,A ,SuperHeroKids,273,4.99M,2833087710
1978,B+ ,Roberta Pupi,256,4.99M,545166306
1979,A- ,Great Big Story,2782,4.99M,1786208298
1980,A- ,BehindwoodsTV,14874,4.99M,1731639784
1981,A- ,SYMPA,2759,4.99M,876376869
1982,A- ,cricket.com.au,9050,4.98M,2050452263
1983,B+ ,Дима Гордей,662,4.98M,716116821
1984,B+ ,Jamie Oliver,1514,4.98M,653019686
1985,A- ,SUSHI RAMEN【Riku】,429,4.98M,1064247899
1986,A- ,ABS-CBN Star Music,7276,4.98M,2060218844
1987,B+ ,Adam Savage’s Tested,4180,4.98M,937251146
1988,A- ,What Would You Do?,292,4.98M,1492815281
1989,A- ,Zeinab Harake,108,4.97M,243895267
1990,A ,Fox News,64155,4.97M,4244708468
1991,B ,HigaTV,534,4.97M,855623756
1992,B+ ,Pokimane,438,4.97M,408714677
1993,B+ ,Bodybuilding.com,2543,4.97M,668543123
1994,B ,Evanescence,70,4.97M,41653740
1995,B+ ,hasanjr11,202,4.97M,259405732
1996,A- ,Warner Música,602,4.97M,3583194946
1997,B ,zSHOWz,252,4.97M,682147200
1998,B- ,DM Pranks,32,4.96M,215534981
1999,B+ ,NDJ MUSIC,7343,4.96M,1645887134
2000,B ,SKabeche,104,4.96M,389612119
2001,A- ,Kyoot,305,4.96M,1098801402
2002,B+ ,YAPYAP,2349,4.96M,3140681008
2003,A- ,กระต่าย พรรณ…,216,4.96M,1668279453
2004,B ,Alfie Deyes,272,4.96M,506614750
2005,A ,Magnet World,384,4.96M,1284147370
2006,A ,penguinz0,2420,4.95M,1841234527
2007,A- ,HD Songs Bollywood,304,4.95M,1269756414
2008,A- ,ChiChi TV,1172,4.95M,2156279652
2009,B+ ,Dr. Dayan Siebra,1640,4.95M,361114191
2010,B ,realnollywoodclipss,698,4.95M,16846367
2011,A ,Вечерний Ургант,7463,4.95M,2418435132
2012,A- ,Анимационные сери�…,1848,4.94M,3758386910
2013,A ,Ahmed Hassan Family,302,4.94M,901800715
2014,B ,So Effin Cray,91,4.94M,649331927
2015,A- ,ShadowPriestok - Евгений Ч…,2746,4.94M,1522860581
2016,A- ,Disney UK,1358,4.94M,3788123896
2017,B ,Nilson Izaias Papinho Oficial,166,4.94M,46853698
2018,B ,SHAYTARDS,2715,4.94M,2838673565
2019,A- ,SuperLuigiLogan,295,4.94M,1627050105
2020,B+ ,Operação Cinema,431,4.93M,568115164
2021,B ,Bon Jovi,166,4.93M,57430118
2022,B+ ,IShow,1345,4.93M,394276341
2023,A- ,أترو/Atro,623,4.93M,580999846
2024,A- ,Аминка Витаминка,474,4.93M,2959497586
2025,B+ ,Mr. Nightmare,177,4.93M,636678879
2026,B ,IND News,686,4.93M,147113568
2027,B ,Celso Portiolli,142,4.92M,144508791
2028,B ,Me poupe!,684,4.92M,272838324
2029,B ,Apple India,127,4.92M,458573591
2030,B+ ,Chills,272,4.92M,783675708
2031,B+ ,Your Ayurveda Tips,437,4.92M,380638153
2032,B ,MayBaby,189,4.92M,368287111
2033,A- ,xFaRgAnx YT,4932,4.92M,1448400329
2034,B+ ,Earth,73,4.91M,764040612
2035,B ,Sub,1647,4.91M,946386940
2036,A ,Elhiwar Ettounsi,14226,4.91M,3316485977
2037,A- ,Brianna's Secret Club TH,1321,4.91M,2085134667
2038,B ,D4rkFrame,459,4.91M,763211584
2039,B+ ,Rhett & Link,341,4.91M,887617699
2040,A- ,Farmees - Nursery Rhymes And Kids …,847,4.91M,1681211351
2041, ,Rainbow ToyTocToc,--,4.91M,-- 
2042,B ,nomegusta,233,4.9M,240945575
2043,A- ,Ssoftoons Hindi,105,4.9M,1008967374
2044,A ,Россия 24,177530,4.9M,4767636180
2045,A- ,DIEN QUAN Entertainment / Giải T…,6187,4.89M,3276973252
2046,A- ,Comedy Wale,372,4.89M,937312532
2047,A- ,Cong TV,304,4.89M,387496648
2048,A ,Oneindia Hindi | वनइंड�…,60922,4.89M,1501903094
2049,B+ ,Ujjwal Patni,298,4.89M,234082541
2050,B+ ,Elli Di,420,4.89M,1178520917
2051,B+ ,The Inner Studio,1305,4.89M,1327150189
2052,B ,Fall Out Boy,63,4.89M,54276182
2053,A- ,Ideas en 5 minutos JUEGOS,2376,4.89M,888112972
2054,B+ ,Nick Eh 30,552,4.89M,471338479
2055,B ,Nawras Sattar|قناة نونو,204,4.89M,298893791
2056,A- ,米津玄師,55,4.88M,2710037528
2057,A- ,Mr Bean Cartoon World,739,4.88M,1696097145
2058,A- ,Sanjivani Music,15364,4.88M,1980867840
2059,B+ ,blndsundoll4mj,2594,4.88M,1779678167
2060,B+ ,Gronkh,12661,4.88M,3171857019
2061,B+ ,Cracks,2047,4.88M,1952136368
2062,B ,Você Sabia PLUS,211,4.88M,110585791
2063,B+ ,LilWayneVEVO,42,4.87M,2868696627
2064,B+ ,ChrisMD,461,4.87M,1045454469
2065,B+ ,Mamute Congelado,571,4.87M,429190987
2066,A- ,Yasmin Verissimo,53,4.87M,1434212864
2067,B+ ,Bodybuilding workout Routine And D…,224,4.87M,271468615
2068,A- ,La Capital,210,4.86M,784705075
2069,A- ,Hindi Countdown,190,4.86M,467478159
2070,B+ ,Melim,56,4.86M,385621310
2071,D ,Malcriado,1,4.86M,185831
2072,D- ,BINBIN,29,4.85M,301311127
2073,B+ ,GOT7,526,4.85M,544908848
2074,B+ ,telblog.net,1444,4.85M,1258831866
2075,A ,V6 News Telugu,143540,4.85M,3656339714
2076,A- ,La Brujita Tatty - dibujos animados,71,4.85M,1591735779
2077,B ,Him-eesh Madaan,532,4.85M,257544685
2078,A- ,Flo Rida,128,4.85M,2901683495
2079,B+ ,Prestige Clips,616,4.85M,1051916064
2080,A- ,Juice WRLD,59,4.84M,931946564
2081,A- ,ROBERT PG,718,4.84M,1149188205
2082,A- ,Como dice el dicho,1303,4.84M,1884500112
2083,B+ ,Complex,2548,4.84M,1416465128
2084,A- ,滇西小哥 Dianxi Xiaoge,171,4.84M,1113773347
2085,A- ,Rammstein Official,123,4.84M,2549679007
2086,B+ ,Bharat Tak,10830,4.84M,1222338587
2087,B+ ,Hardwell,925,4.84M,990474392
2088,B- ,Çizgi Film Oyuncakları,50,4.84M,1335455935
2089,B ,Tatá e Henrique,415,4.84M,153400338
2090,B+ ,Lizy P,436,4.83M,476445029
2091,A ,RizaNovaUZ,12619,4.83M,4848960491
2092,B+ ,Chris Smoove,6858,4.83M,2943837005
2093,B+ ,TRI SUAKA CHANNEL,256,4.83M,442244792
2094,A- ,Boys and Toys,400,4.82M,2053228254
2095,B ,whatdafaqshow,657,4.82M,722835112
2096,B+ ,Adam Saleh Vlogs,2150,4.82M,1414991458
2097, ,Mega Entertainment,--,4.82M,-- 
2098,B+ ,Zoe Sugg,564,4.82M,860142439
2099,B+ ,Sofie Dossi,197,4.82M,772331372
2100,A ,""">A&E",7942,4.81M,4893530386
2101,A- ,Music Nepal,12674,4.81M,2819195694
2102,B ,SixPackAbs.com,622,4.81M,573504371
2103,A- ,Indonesian Idol,1190,4.8M,2116320136
2104,A- ,Talent Recap,3278,4.8M,2865652104
2105,B+ ,UDY,130,4.8M,452505499
2106,B+ ,Viros,2020,4.8M,499002397
2107,A- ,Filmistaan,638,4.8M,1470826355
2108,A- ,Guka Family Show,200,4.8M,898387128
2109,A- ,Mazzika - مزيكا,2838,4.8M,2159574788
2110,B+ ,The Screen Patti,216,4.79M,585121367
2111,B+ ,Sadhguru,1763,4.79M,532623552
2112,A- ,Lizzy Capri,248,4.79M,956955747
2113,A- ,ETV Dhee,1399,4.79M,2575171673
2114,C+ ,Whitney Houston,15,4.79M,9451954
2115,A ,Swan The Voice - Néo & Swan,1677,4.79M,4642883326
2116,A- ,Moriah Elizabeth,246,4.78M,1175331073
2117,B+ ,Nikol CrazyFamily,681,4.78M,1345887734
2118,B+ ,Hope For Paws - Official Rescue Ch…,462,4.78M,1136231596
2119,B ,Manny Mua,475,4.78M,497228734
2120,B ,Luísa Sonza,31,4.78M,99153666
2121,B+ ,108Life,1170,4.77M,854556584
2122,B+ ,Yo Mama,1144,4.77M,1231328784
2123,B+ ,Culinária em Casa,1724,4.77M,325897683
2124,A- ,Brad Mondo,290,4.77M,687047937
2125,B+ ,PostmodernJukebox,381,4.77M,1430399302
2126,A- ,GunsNRosesVEVO,39,4.76M,4872023047
2127,A- ,Headlines India,5027,4.76M,960120990
2128,B+ ,Lloyd Cafe Cadena,542,4.76M,412740083
2129,A- ,La Voz Kids Colombia,1106,4.76M,2526635854
2130,A- ,Pixar,606,4.75M,2298894409
2131, ,Infinitum Network,--,4.75M,-- 
2132,B- ,James Arthur,19,4.75M,6562058
2133,B+ ,Incognita,589,4.75M,460793888
2134,B+ ,Najwa Shihab,1497,4.75M,693972784
2135,B ,Luisa Fernanda W,19,4.75M,201102726
2136,D ,Freak Family Vlogs,1,4.74M,60314
2137,B+ ,MR.B,243,4.74M,541381155
2138,B+ ,BasicallyIDoWrk,1312,4.74M,909094171
2139,B ,Martinez Twins,205,4.74M,433205974
2140,B+ ,Braille Skateboarding,4045,4.74M,1373547177
2141,B+ ,2NE1,321,4.73M,1733358396
2142,B+ ,MARKO,102,4.73M,324945188
2143,B+ ,ThatWasEpic,207,4.73M,593050760
2144,A- ,Soothing Relaxation,401,4.73M,1436401207
2145,A- ,SEVENTEEN,615,4.73M,1226894936
2146,B+ ,jacksfilms,1191,4.72M,2249726232
2147,A- ,The Young Turks,39230,4.72M,4854861279
2148,B+ ,Its OZX,217,4.71M,551890220
2149,B ,GameofThrones,822,4.71M,1102294531
2150,B+ ,5 DAKİKADA HALLET,2862,4.71M,1287865621
2151,B ,Nash Grier,133,4.71M,194498752
2152,B ,Julia Silva,1331,4.71M,1011450907
2153,A- ,Antronixx G,618,4.71M,525047091
2154,B+ ,Ryland Adams,103,4.71M,497356450
2155,B+ ,8D SOUNDS,40,4.7M,631650394
2156,A- ,KTV,82,4.7M,645721723
2157,B+ ,Niska Officiel,86,4.7M,1395905704
2158,B ,Juxiis,101,4.7M,290991062
2159,A- ,El Fedelobo,1717,4.7M,711100542
2160,A- ,WiederDude,147,4.7M,620055277
2161,A- ,Univision Noticias,53222,4.7M,3062790593
2162,A- ,Cody Ko,237,4.69M,744146575
2163,B+ ,Dankev,582,4.69M,832670227
2164,A ,atiempopreescolar,222,4.69M,2547376666
2165,A- ,Clevver News,20468,4.69M,4141717501
2166,B+ ,Treta News,1079,4.69M,821156947
2167,B ,GloZell Green,2350,4.69M,859465463
2168,B+ ,Ruhi Çenet Videoları,327,4.69M,620217772
2169,B+ ,Brawl Stars,60,4.69M,375528585
2170,A ,Sevimli Dostlar,454,4.68M,3445214577
2171,B+ ,AlphaSniper97,2384,4.68M,963737101
2172,B+ ,FoxStarHindi,784,4.68M,1783666927
2173,B+ ,Alvaro845,3395,4.68M,1470539031
2174,A ,Shadow Music,413,4.68M,1907730984
2175,B+ ,Peter McKinnon,423,4.68M,343379816
2176,B+ ,Zouhair Bahaoui | زهير بها�…,39,4.68M,765871444
2177,B+ ,Home Bollywud,3353,4.67M,2156628141
2178,B ,iT Creators,327,4.67M,280779221
2179,A- ,Gloom,755,4.67M,1213683366
2180,B+ ,The Finest,1223,4.67M,1061689468
2181,A ,HikakinGames,1514,4.67M,4804454019
2182,D- ,KOCOWA TV,8451,4.66M,2431543928
2183,B ,Jonas Brothers,66,4.66M,445698070
2184,A- ,Shot of The Yeagers,1220,4.66M,2663264220
2185,B ,Javier Ramirez,161,4.66M,429314698
2186,B+ ,Armada Music,12186,4.66M,3192296729
2187,A- ,Caracol Televisión,13923,4.66M,1674480584
2188,A- ,GahMarin,2912,4.66M,1191743680
2189,B+ ,Curiosidades con Mike,372,4.66M,761529231
2190,A- ,LARRAY,90,4.66M,433887046
2191,B ,By Pamella,325,4.66M,311228728
2192,B ,Paint,38,4.66M,489203596
2193,A- ,Best Ever Food Review Show,339,4.66M,734425690
2194,A- ,NELK,211,4.65M,634198974
2195,B ,Austin Mahone,312,4.65M,265585520
2196,B+ ,Google India,384,4.65M,3172828220
2197,A ,Warner Music Italy,1188,4.65M,4771638203
2198,B+ ,XAM,300,4.65M,532112936
2199,A- ,Çukur,1875,4.64M,3724380059
2200,B+ ,Bessan Ismail - بيسان اسم�…,101,4.64M,183859500
2201,B+ ,Filmy Sins,98,4.64M,462504416
2202,B ,Carlos Vives,144,4.64M,84458716
2203,B ,Learn English with Let's Talk - Fr…,1469,4.64M,305572806
2204,A- ,Voice of Heart Music,952,4.64M,1766153655
2205,B ,Tiësto,190,4.64M,753797928
2206,A ,COMÉDIA SELVAGEM,351,4.64M,740321232
2207,B ,تايقر | t1GGEEr,215,4.64M,378171243
2208,B+ ,MondoMedia,1527,4.63M,2933303165
2209,B ,Man + River,83,4.63M,370701819
2210,B+ ,Felipe Araújo,87,4.63M,1512052869
2211,A- ,SVF,1148,4.63M,2216910475
2212,A- ,Top 10 Talent,290,4.63M,1903240889
2213,A- ,LOL Network,490,4.63M,798447867
2214,B ,JunsKitchen,29,4.63M,287336813
2215,B+ ,kevsho,198,4.63M,320453578
2216,A ,HomeAnimations - Мультики …,489,4.62M,2055215416
2217,A- ,GadgetIn,781,4.62M,780529135
2218,B- ,NollywoodStreams,232,4.62M,24104490
2219,B ,Zoio Do dia,291,4.62M,268949640
2220,B+ ,Minecraft,440,4.62M,904548020
2221,B+ ,JablinskiGames,58,4.62M,136445946
2222,A- ,McCreamy,199,4.61M,664804243
2223,D- ,Calibre50,6,4.61M,4938125
2224,B+ ,The Knowledge,225,4.61M,338040726
2225,A- ,فافانابولي,231,4.61M,591645238
2226,B+ ,Teachingmensfashion,1334,4.61M,664117663
2227,A- ,Liverpool FC,1287,4.61M,771340506
2228,A- ,Exposing Project Zorgo,82,4.61M,661296351
2229,B+ ,Aoffy Maxim,385,4.6M,1212835001
2230,A- ,Первый канал,14488,4.6M,2667005369
2231,D- ,dmc,115902,4.6M,1773604926
2232,A ,Myke Towers,63,4.6M,1782952108
2233,A- ,Raghav Digital,51,4.6M,1642417764
2234,A- ,Ben Phillips,661,4.6M,1194399037
2235,B+ ,MOGOL TV,304,4.6M,593352257
2236,A- ,UnspeakablePlays,813,4.59M,947959225
2237,A- ,CBCDrama,5948,4.59M,1897707685
2238,B+ ,KRK Studio,1257,4.59M,865403787
2239,A- ,HugoPOSAY,381,4.59M,764374421
2240,C+ ,Christian Nodal,3,4.59M,683496
2241,A- ,Young Thug,183,4.59M,2342259373
2242,A- ,Sarah de Araújo,463,4.58M,998426901
2243,B ,The X Factor USA,802,4.58M,1449774101
2244,B+ ,storybooth,237,4.58M,1640959384
2245,B+ ,WIFI TEAM,94,4.58M,16523324
2246,A- ,AJ+ كبريت,2460,4.57M,668027110
2247,A- ,50CentVEVO,62,4.57M,4492565669
2248,B ,MixReynold,268,4.57M,325113113
2249,B ,YanGo,184,4.57M,434621297
2250,B ,versusbattleru,290,4.57M,739718218
2251,B+ ,Ярик Лапа,1175,4.57M,2845377391
2252,B+ ,EL DEMENTE,451,4.56M,800748587
2253,A ,KBS Kpop,21433,4.56M,2721297468
2254,A- ,Rizky Riplay,143,4.56M,482793639
2255,B ,Vilhena,1208,4.56M,578025620
2256,B+ ,Enamorándonos,9465,4.56M,2501317799
2257,A- ,S7S,134,4.56M,624312806
2258,B ,Sabrina Carpenter,159,4.56M,101558772
2259,B- ,Meredith Foster,435,4.56M,414768131
2260,A ,Bia Lobo,331,4.55M,1531332211
2261,A- ,Fabio Wibmer,254,4.55M,652913902
2262,A ,FutureVEVO,239,4.55M,4176633728
2263,B+ ,Virgínia Fonseca,324,4.55M,261273214
2264,A- ,Swami Ramdev,4373,4.55M,605854698
2265,B+ ,Queen Naija,233,4.54M,440535712
2266,A- ,LA LA SCHOOL,687,4.54M,1365656301
2267,A- ,ABP ANANDA,74583,4.54M,1316053971
2268,A- ,El Chavo del 8,272,4.54M,569206711
2269,B+ ,PNL,28,4.54M,1308374213
2270,A- ,MortaL,593,4.53M,465936413
2271,B ,Marc Anthony,74,4.53M,199703309
